recipe_name,recipe_link,main_ingredient,meal_role,calories_kcal,carbohydrates_g,protein_g,fat_g,fiber_g,cholesterol_mg,sodium_mg,potassium_mg,calcium_mg,vitamin_a_iu,vitamin_c_mg,iron_mg,price_try,ingredient_1,ingredient_2,ingredient_3,ingredient_4,ingredient_5,ingredient_6,ingredient_7,ingredient_8,ingredient_9,ingredient_10,ingredient_11,ingredient_12,ingredient_13,ingredient_14,ingredient_15,ingredient_16,ingredient_17,ingredient_18,ingredient_19,ingredient_20,ingredient_21,ingredient_22,ingredient_23,ingredient_24,ingredient_25,ingredient_26,ingredient_27,ingredient_28,ingredient_29,ingredient_30
Zeytinyağlı Brokoli Salatası,https://www.nefisyemektarifleri.com/zeytinyagli-brokoli-salatasi-3872807/,Sebze,Salata,257,16.4,6.7,19.4,6.5,0.09,216.4,938.9,240.3,395.5,210,2.8,30.84,Yarım brokoli,1 tane havuç,2-3 tane salatalık turşusu,Konserve mısır (yaklaşık 1 çay bardağı),2-3 dal yeşil soğan,Közlenmiş kırmızı biber (2 adet),2 diş sarımsak,Yarım limon suyu,4 yemek kaşığı zeytinyağı,1 yemek kaşığı nar ekşisi,Tuz,,,,,,,,,,,,,,,,,,,
Yoğurtlu Pancar Salatası,https://www.nefisyemektarifleri.com/yogurtlu-pancar-salatasi-4404928/,Süt Ürünü,Salata,252,17,4.1,19.1,1.12,4.6,216.14,300.83,109.2,199.3,7.1,0.6,32.37,3 adet kırmızı pancar,4-5 yemek kaşığı zeytinyağı,5 yemek kaşığı süzme yoğurt,2 yemek kaşığı mayonez,1 çay kaşığı tuz,1 diş sarımsak,1 kutu konserve mısır (220 gram),1 çay bardağı ceviz kırığı,Yarım demet dereotu,Zeytinyağı,Ceviz kırığı,,,,,,,,,,,,,,,,,,,
Hatay Usulü Kısır,https://www.nefisyemektarifleri.com/hatay-usulu-kisir-tarifi/,Bakliyat,Salata,713,111,16,24,15.45,0,167.68,699.68,181.12,282.28,16.82,8.02,32.64,4 su bardağı kısırlık karakılçık bulgur,4 yemek kaşığı biber salçası,1 yemek kaşığı domates salçası,1 çay bardağı nar ekşisi,1 demet taze nane,Yarım bağ taze soğan,1 demet maydanoz,1 çay bardağı zeytinyağı,,,,,,,,,,,,,,,,,,,,,,
Kuru Börülce Salatası,https://www.nefisyemektarifleri.com/kuru-borulce-salatasi/,Sebze,Salata,130,10.6,4.8,7.6,4.51,0,148,453.6,48.4,99.4,28.4,1.84,10.29,250 g kuru börülce,1/2 (yarım) demet maydanoz,4 taze soğan,1/4 (çeyrek) demet dereotu,1 kırmızı dolmalık biber,3-5 kornişon turşu,1/2 (yarım) çay bardağı zeytinyağı,1/2 (yarım) limon suyu,Sumak,Tuz,,,,,,,,,,,,,,,,,,,,
Brokoli Salatası,https://www.nefisyemektarifleri.com/tarif-brokoli-salatasi-yapilisi/,Sebze,Salata,143,20.7,6.5,3.8,5.44,40.02,185.15,549.74,143.03,149.63,10.16,31.41,11.09,Brokoli,3-4 adet salatalık turşusu,Konserve mısır,Közlenmiş kırmızı biber,Yeşil soğan,2-3 diş sarımsak,Zeytinyağı,Tuz,Limon,,,,,,,,,,,,,,,,,,,,,
Yoğurtlu Patates Salatası,https://www.nefisyemektarifleri.com/tart-kalibinda-yogurtlu-patates-salatasi-4083152/,Sebze,Salata,199,22.6,3.5,10.3,2,7.22,141.22,495.6,182.91,2085.4,5.5,0.38,38.16,4-5 adet büyük boy patates,2 adet büyük boy havuç,3 yemek kaşığı sıvı yağ (havuçları sotelemek için),Yarım demet maydanoz,1 yemek kaşığı tereyağı,Yarım limon,Karabiber,Pul biber,Zeytinyağı,Damak zevkinize göre tuz,Pul biber,Nane,Haşlanmış mısır,1 kase yoğurt,Arzunuza göre mayonez,2 diş sarımsak,,,,,,,,,,,,,,
Yoğurtlu Nohut Salatası,https://www.nefisyemektarifleri.com/yogurtlu-nohut-salatasi-gun-misafir/,Bakliyat,Salata,257,20.1,6.8,17.1,5.3,4.7,402.8,399.34,87.17,324.7,40.01,2.05,45.12,2 su bardağı haşlanmış nohut,1 adet soğan,1 adet iri domates,2-3 adet biber (Çarliston veya Sivri),1 yemek kaşığı salça,6-7 yemek kaşığı sıvı yağ,1 çay bardağı su,Karabiber,Tuz,3-4 yemek kaşığı yoğurt,2 diş sarımsak (İsteğe göre ),Maydanoz (Kıyılmış ),Tuz,,,,,,,,,,,,,,,,,
Tavuklu Arpa Şehriye Salatası,https://www.nefisyemektarifleri.com/tabak-tabak-yedirten-tavuklu-arpa-sehriye-salatasi/,Tavuk,Salata,294,32.4,15.2,11.4,2.35,4.68,220.4,374.29,80.82,243.78,34.62,1.45,48.13,1 su bardağı arpa şehriye,2-3 yemek kaşığı zeytinyağı,2 su bardağı kaynar su,1 tatlı kaşığı kadar tuz,1 adet haşlanmış tavuk göğsü,5-6 adet küp küp doğranmış kornişon turşu,2 adet közlenmiş kapya biber,Bir avuç kıyılmış dereotu,1 kase süzme yoğurt veya katı yoğurt,1 yemek kaşığı mayonez (isteğe bağlı),1-2 diş rendelenmiş sarımsak,Yarım kutu haşlanmış mısır,,,,,,,,,,,,,,,,,,
Havuçlu Kuskus Salatası,https://www.nefisyemektarifleri.com/havuclu-kuskus-salatasi-tarifi/,Süt Ürünü,Salata,189,36.6,6.8,1.3,2.8,3.9,222.8,238.16,59.78,4510.5,2.41,0.64,8.02,4 tane havuç,Yarım paket kuskus,1 kase kornişon,sarımsaklı yoğurt,,,,,,,,,,,,,,,,,,,,,,,,,,
Maş Fasulyesi Salatası,https://www.nefisyemektarifleri.com/mas-fasulyesi-salatasi/,Bakliyat,Salata,199,23.8,8.1,8.1,6.1,0,81.5,541.28,58.5,137,17.57,2.7,26.74,1. 5 su bardağı maş fasulyesi (haşlanmış),1 çay bardağı konserve mısır,5-6 adet taze soğan,Yarım demet taze nane,Yarım demet dereotu,2 adet közlenmiş kırmızı biber,5-6 adet kornişon turşu,Yarım çay bardağı zeytinyağı,Yarım limon suyu,Tuz,1 yemek kaşığı nar ekşisi,,,,,,,,,,,,,,,,,,,
Mamzana,https://www.nefisyemektarifleri.com/mamzana-tarifi-9681651/,Süt Ürünü,Salata,65,6.03,2.5,3.3,4.7,7.6,182.3,366.23,43.41,380.6,98.15,0.9,56.18,2 adet patlıcan,3 kırmızı biber,3-4 adet yeşil biber,1 domates,Tuz,Sarımsaklı yoğurt,1 yemek kaşığı tereyağı,Toz biber,Biraz maydanoz,,,,,,,,,,,,,,,,,,,,,
Soslu Patates Salatası,https://www.nefisyemektarifleri.com/yemege-doyamayacaginiz-soslu-patates-salatasi/,Sebze,Salata,388,38.8,7.2,23.4,4,9.2,176.6,889.6,310.6,1715.2,23,0.83,40.35,4 adet haşlanmış patates,1 adet soğan,1 adet kırmızı biber,1 adet havuç,6-7 adet kornişon salatalık turşusu,1 küçük kase mısır,1 / 2 demet maydanoz,1/2 (yarım) demet dereotu,3-4 yemek kaşığı zeytinyağı,2 su bardağı yoğurt,1 yemek kaşığı mayonez,1 yemek kaşığı hardal sosu isteğe bağlı,1/2 (yarım) adet limonun suyu,1 silme tatlı kaşığı tuz,1 çay kaşığı pulbiber.karabiber,2 diş rendelenmiş sarımsak isteğe bağlı,3 yemek kaşığı zeytinyağ,,,,,,,,,,,,,
Patates Salatası,https://www.nefisyemektarifleri.com/patates-salatasi-tarifi-3/,Sebze,Salata,245,27.6,3.4,10.8,2.45,0,115.8,844.4,33.2,194.8,6.6,0.44,45.05,4 adet orta boy patates,1 tatlı kaşığı pul biber,1t atlı kaşığı sumak,¾ çay bardağı zeytinyağı,3-4 dal taze soğan,8-9 dal maydanoz,Tuz,Siyah zeytin ve yumurta,,,,,,,,,,,,,,,,,,,,,,
Yoğurtlu Erişte Salatası,https://www.nefisyemektarifleri.com/yogurtlu-eriste-salatasi-10681924/,Süt Ürünü,Salata,373,44.2,9.5,17.3,1.7,9.36,216.5,243.8,103.61,320.58,14.6,0.91,40.06,2 su bardağı kadar erişte (ben renkli olanı kullandım sade de olabilir),4 yemek kaşığı mayonez,500 gr yoğurt (2 su bardağı),7 8 adet kornişon turşu,1 su bardağı mısır konserve (120g),1 adet kırmızı biber,1 tatlı kaşığı kurutulmuş yeşil soğan (İsteğe bağlı),1 çay kaşığı tuz (erişteleri haşlamak için),1 tatlı kaşığı tuz,1 yemek kaşığı sıvı yağ,3 yemek kaşığı sıvı yağ,1 tatlı kaşığı kırmızı toz biber,,,,,,,,,,,,,,,,,,
Patlıcan Salatası,https://www.nefisyemektarifleri.com/patlican-salatasi/,Sebze,Salata,109,6.3,1.9,8.3,3.2,0,88.19,190.8,218.9,305.1,12.81,1.46,14.12,3 adet közlenmiş bostan patlıcanı,2 adet domates,4-5 adet sivri biber,8-10 dal maydanoz,1 adet kuru soğan,3 çay kaşığı sumak,Tuz,½ çay bardağı zeytinyağı,3 diş dövülmüş sarımsak,2 çorba kaşığı limonsuyu,,,,,,,,,,,,,,,,,,,,
Kinoalı Kısır,https://www.nefisyemektarifleri.com/kinoali-kisir-gluten-free-kisir/,Sebze,Salata,145,12.2,3.2,9.8,1.8,0,75.49,187.78,99.25,253.7,9.26,1.36,21.47,1 su bardağı kinoa,1 su bardağı su (aynı bardak ile ölçün),1 yemek kaşığı biber salçası ya da domates salçası,1 adet salatalık,1 büyük domates ya da 2 yemek kaşığı yazdan hazırladığınız domates sosu,1 çay bardağı kırılmış ceviz,Yarım demet maydanoz,2 diş ezilmiş sarımsak,2 adet taze soğan,3-4 adet körpe kıvırcık yaprağı,1 adet limonun suyu,4 yemek kaşığı kadar zeytinyağı,1 tatlı kaşığı tuz,Yarım çay kaşığı taze çekilmiş karabiber,1 çay kaşığı pul biber,Bolca kimyon,,,,,,,,,,,,,,
Cacık,https://www.nefisyemektarifleri.com/cacik-tarifi/,Süt Ürünü,Salata,101,6.9,4,6.6,0.91,11.5,174.44,396.98,181,244.63,7.49,0.71,9.59,4 adet büyükçe salatalık,2 su bardağı yoğurt,2 diş sarımsak,1 su bardağı soğuk su,Bir tutam dereotu (isteğe bağlı),1 çay kaşığı tuz,1 tatlı kaşığı kuru nane,Zeytinyağı,Dereotu,,,,,,,,,,,,,,,,,,,,,
Kumpir,https://www.nefisyemektarifleri.com/kumpir-8319813/,Sebze,Salata,562,59.7,15.5,28.6,8.18,53.35,682.67,1149.24,274.42,941.25,22.2,1.49,22.9,6-8 adet büyük boy patates,1 kase kornişon turşu (Küçük doğranmış ),1 kase taneli mısır (Konserve),1 kase yeşil-siyah zeytin (Çekirdeksiz ),1 kase kısır (İsteğe göre),1 kase rendelenmiş kaşar peyniri,1 kase amerikan salatası,1 kase doğranmış sosis (İsteğe göre),1 kase haşlanmış bezelye,Ketçap-mayonez,150 gram kadar tereyağ,Tuz,,,,,,,,,,,,,,,,,,
Çoban Salata,https://www.nefisyemektarifleri.com/coban-salata-tarifi/,Sebze,Salata,77,6,1,5.4,1.8,0,120.73,303.1,68.53,592.91,31.5,0.5,21.37,4 adet domates,1 adet soğan,1 çay kaşığı tuz,2 adet yeşil biber,1 adet salatalık,Maydanoz,Limon suyu,Zeytinyağı,,,,,,,,,,,,,,,,,,,,,,
Kısır,https://www.nefisyemektarifleri.com/kisir-tarifi/,Bakliyat,Salata,435,63.6,9.1,19.1,8.59,0,182.6,426.4,245.8,538.2,27.2,1.47,29.37,2 su bardağı kısırlık (köftelik) bulgur,2 su bardağı sıcak su (400 ml),Yarım su bardağı sıvı yağ (100 ml),Yarım demet maydanoz,5 dal taze soğan,5 yaprak marul,1 adet kuru soğan,2 diş sarımsak,1 yemek kaşığı domates salçası,2 yemek kaşığı biber salçası,2 adet limon suyu,2 yemek kaşığı nar ekşisi,Yarım çay kaşığı karabiber,Yarım çay kaşığı kimyon,1 tatlı kaşığı toz kırmızı biber,1.5 tatlı kaşığı tuz,2 tatlı kaşığı kuru nane,,,,,,,,,,,,,
Kavrulmuş Arpa Şehriyeli Havuç Salatası,https://www.nefisyemektarifleri.com/kavrulmus-arpa-sehriyeli-havuc-salatasi/,Süt Ürünü,Salata,330,39.6,6.5,16.2,2.54,2.32,333.9,210.14,64.05,2783.84,6.81,1.4,11.75,1.5 su bardağı arpa şehriye,1 yemek kaşığı sıvıyağ,3 su bardağı sıcak su ( şehriyenin aynı bardağıyla),1 tatlı kaşığı tuz️,2 orta boy havuç,1 yemek kaşığı sıvıyağ,️️15 yemek kaşığı yoğurt,2 yemek kaşığı mayonez,1 diş iri sarımsak,1 tatlı kaşığı tuz,Dereotu️️,3 yemek kaşığı sıvıyağ,6-7 ceviz ( kırılmış),Yarım tatlı kaşığı kırmızı toz biber,,,,,,,,,,,,,,,,
Fava,https://www.nefisyemektarifleri.com/favabakla-ezmesi/,Bakliyat,Salata,394,30,14,23,9.05,0,116.24,112.41,818.44,66.6,1.48,3.82,1.61,2 su bardağı kuru iç bakla (kabuksuz),1 baş soğan,½ çorba kaşığı şeker,1 tatlı kaşığı tuz,½ su bardağı zeytinyağı,,,,,,,,,,,,,,,,,,,,,,,,,
Kırmızı Pancar Salatası,https://www.nefisyemektarifleri.com/kirmizi-pancar-salatasi-12046193/,Sebze,Salata,115,9,1,8,1.3,0,218.2,215.1,26.8,240.8,14.3,0.7,17.46,3 adet küçük boy kırmızı pancar,1/2 (yarım) demet dereotu (kıyılmış),1 su bardağı mısır,4 adet kornişon salatalık turşusu,1 diş sarımsak,1 çay kaşığı tuz,Nar ekşisi,3 yemek kaşığı zeytinyağı,1/2 (yarım) adet limon suyu,1 dal dereotu,,,,,,,,,,,,,,,,,,,,
Sarımsaklı Brokoli Salatası,https://www.nefisyemektarifleri.com/sarimsakli-brokoli-salatasi/,Sebze,Salata,148,8.6,3.7,11,4.09,145,104,1865.2,1455.79,2809,7,26.18,32.38,yarım kilo brokoli,3 adet havuç,Yarım çay bardağı sızma zeytinyağı,3 diş sarımsak,1 yemek kaşığı nar ekşisi,1 adet limonun suyu,tuz,,,,,,,,,,,,,,,,,,,,,,,
Patates Salatası,https://www.nefisyemektarifleri.com/patates-salatasi/,Sebze,Salata,455,61.5,8.1,18.4,6.19,0,302.8,1601.13,392.86,431.2,20.56,2.14,45.05,5 adet patates,3 adet taze soğan,1 adet kuru soğan,4 yaprak kıvırcık,Bir tutam taze nane,Bir tutam maydanoz,1 tatlı kaşığı tuz,Limon suyu,Yarım çay bardağı zeytinyağı,1 çay kaşığı kırmızı toz biber,2 tatlı kaşığı pul biber,Yarım çay kaşığı karabiber,1 tatlı kaşığı nane,(isteyen içine kornişon turşu da ilave edebilir),,,,,,,,,,,,,,,,
Tavuklu Sezar Salata,https://www.nefisyemektarifleri.com/tavuklu-sezar-salata-6958742/,Tavuk,Salata,332,17,21,20.1,1.5,0,258.6,526.6,30.6,360.2,12.3,5.16,95.98,2 adet küçük tavuk göğsü jülyen uzun ince doğranmış,1 adet orta boy göbek marul,4 dilim tost ekmeği,1 adet büyük salatalık,5-6 adet çeri domates,6- 7 adet maydanoz,Yarım su bardağı mısır,Permasan peyniri isteğe bağlı (Sert yağlı peynirde olur arzu ettiğiniz kadar),1 yemek kaşığı mayonez,Yarım su bardağı zeytin yağı,Yarım çay bardağı limon suyu,2 diş sarımsak ezilmiş,2 yemek kaşığı balzamik sirke,1 tatlı kaşığı hardal,Bir tutam tuz,Çeyrek çay kaşığı karabiber,,,,,,,,,,,,,,
Havuç Tarator,https://www.nefisyemektarifleri.com/havuc-tarator-tarifi-3/,Sebze,Salata,161,7,2.5,14,1,7.6,227,344.34,89,6742,3.3,0.16,15.66,3 adet havuç,3-4 yemek kaşığı sıvı yağ,2 diş sarımsak,4 yemek kaşığı yoğurt,Tuz,,,,,,,,,,,,,,,,,,,,,,,,,
Haydari Mezesi,https://www.nefisyemektarifleri.com/haydari-mezesi/,Sebze,Salata,369,6.58,17.59,30.95,1.12,73.9,778.2,702.9,383.98,510.97,16.24,1.29,27.36,6 yemek kaşığı süzme yoğurt,1 tutam dereotu,1 yemek kaşığı tereyağı,1 tatlı kaşığı nane,1 çay kaşığı tuz,1 dilim beyaz peynir,1 diş sarımsak,,,,,,,,,,,,,,,,,,,,,,,
Mor Lahana Mezesi,https://www.nefisyemektarifleri.com/video/mor-lahana-mezesi-videolu-anlatimi/,Sebze,Salata,235,14.9,3.4,17.8,2.2,9.6,239.57,402.94,275.8,229.6,77.96,0.42,4.97,Yarım orta boy mor lahana,Sıvı yağ,5 yemek kaşığı yoğurt,3 yemek kaşığı mayonez,Tuz,1 diş sarımsak,,,,,,,,,,,,,,,,,,,,,,,,
Yoğurtlu Kırmızı Biber Mezesi,https://www.nefisyemektarifleri.com/yogurtlu-kirmizi-biber-mezesi/,Süt Ürünü,Salata,204,11.2,3.7,16.5,4.26,7.6,202.56,481.31,131.36,437.25,141.3,0.82,62.32,7 adet kırmızı biber,3 yemek kaşığı zeytinyağı,5 yemek kaşığı kadar süzme yoğurt ve,Yaklaşık 5 yemek kaşığı kadar su,1 çay kaşığı tuz,2-3 diş sarımsak,,,,,,,,,,,,,,,,,,,,,,,,
Pratik Ezme,https://www.nefisyemektarifleri.com/pratik-ezme-tarifi/,Sebze,Salata,112,8.4,2,8.2,2.5,0,131.85,389.42,61.4,785,170.14,3.04,30.97,5 adet domates,1 adet soğan,2 adet kırmızı biber,2 adet yeşil biber,2 diş sarımsak,çeyrek demet maydanoz,1 yemek kaşığı domates- biber salçası,yarım çay bardağı zeytinyağı,1 tatlı kaşığı kuru nane,1 tatlı kaşığı sumak,1 çay kaşığı tuz,1 tatlı kaşığı kırmızı pul biber,,,,,,,,,,,,,,,,,,
Havuçlu Kabaklı Meze,https://www.nefisyemektarifleri.com/video/havuclu-kabakli-meze-videosu/,Sebze,Salata,154,5.6,3.3,13.5,1.2,5.8,133.6,275.2,133.9,2744.4,11.2,1.08,23.09,2 adet orta boy kabak,2 adet orta boy havuç,3-4 yemek kaşığı sıvı yağ,5-6 kaşık süzme yoğurt,Yarım çay bardağı dövülmüş ceviz,2 diş sarımsak,1 çay kaşığı tuz,1-2 yemek kaşığı su (süzme yoğurdu açmak için),Maydanoz,,,,,,,,,,,,,,,,,,,,,
Karamelize Soğan Mezesi Soğan Salatası,https://www.nefisyemektarifleri.com/karamelize-sogan-mezesi-sogan-salatasi-videolu/,Sebze,Salata,571,51.4,7.36,38.11,7.74,0,539.15,1088.76,283.44,930.74,57.45,3.22,257.38,5 adet orta boy kuru soğan,3 yemek kaşığı sıvı yağ,1/2 (yarım) tatlı kaşığı tuz,1 /2 tatlı kaşığı sumak,1/ 2 tatlı kaşığı toz biber,1/2 (yarım) tatlı kaşığı pul biber,1/2 (yarım) tatlı kaşığı karabiber,1/2 (yarım) tatlı kaşığı kimyon,1 tutam maydanoz,1 tatlı kaşığı nar ekşisi (İsteğe bağlı kullanılabilir),,,,,,,,,,,,,,,,,,,,
Haydari,https://www.nefisyemektarifleri.com/video/haydari-tarifi-videosu/,Süt Ürünü,Salata,122,5.2,5.4,9.2,0.41,27.5,283.46,300.2,202.2,241.45,5.44,0.7,8.57,6 yemek kaşığı süzme yoğurt,1 tutam dereotu,1 yemek kaşığı tereyağı,1 tatlı kaşığı nane,1 çay kaşığı tuz,1 dilim beyaz peynir,1 diş sarımsak,,,,,,,,,,,,,,,,,,,,,,,
Lokanta Ezmesi,https://www.nefisyemektarifleri.com/lokanta-ezmesi/,Sebze,Salata,41,7.3,1.7,0.6,2.45,0,130.83,381.38,74.75,922.2,66.93,1.04,25.79,4 adet domates,1 adet salatalık,3 adet biber,2 adet acı biber ( acı sevenler için arzuya göre ),1 tatlı kaşığı biber salçası,1 çay kaşığı pul biber,1 çay kaşığı kırmızı toz biber,Yarım çay kaşığı nane,1 tatlı kaşığı sirke,1 çay kaşığı nar ekşisi,Yarım çay kaşığı sumak,Tuz,,,,,,,,,,,,,,,,,,
Havuç Ve Mor Lahana Tarator,https://www.nefisyemektarifleri.com/video/havuc-ve-mor-lahana-tarator/,Sebze,Salata,152,9.8,2.4,11.7,1.4,6.96,163.01,323.17,113.9,4127.6,23.57,0.2,13.09,4 adet havuç,Yarım mor lahana (700 gr),6 yemek kaşığı süzme yoğurt,3 yemek kaşığı mayonez,1 diş sarımsak,1 çay kaşığı tuz,Sıvı yağ,Ceviz,Dereotu,,,,,,,,,,,,,,,,,,,,,
Yoğurtlu Kırmızı Biber Mezesi,https://www.nefisyemektarifleri.com/video/yogurtlu-kirmizi-biber-mezesi-nasil-yapilir/,Sebze,Salata,127,7.2,2.6,10.2,2.56,5.8,125.8,302.6,89.76,271.2,98.7,0.4,62.32,7 adet kırmızı biber,3 yemek kaşığı zeytinyağı,5 yemek kaşığı kadar süzme yoğurt ve,Yaklaşık 5 yemek kaşığı kadar su,1 çay kaşığı tuz,2-3 diş sarımsak,,,,,,,,,,,,,,,,,,,,,,,,
Ev Yapımı Etsiz Çiğ Köfte,https://www.nefisyemektarifleri.com/video/etsiz-cig-kofte-tarifi/,Bakliyat,Salata,248,43,6,6,6.1,0,484,626,34.8,106.2,5.4,118.8,16.47,1.5 su bardağı çiğ köftelik esmer bulgur,1 su bardağı sıcak su (200 ml),2 tatlı kaşığı tuz (silme),2 yemek kaşığı isot,1 adet küçük boy soğan,2 yemek kaşığı domates salçası,1 yemek kaşığı biber salçası,1 yemek kaşığı yoğurt,2 yemek kaşığı nar ekşisi,2 yemek kaşığı sıvı yağ,1 adet limonun suyu,,,,,,,,,,,,,,,,,,,
Patlıcan Mezesi,https://www.nefisyemektarifleri.com/video/patlican-mezesi-videosu/,Sebze,Salata,85,5.9,2.5,5.8,2.56,4.64,185.85,180.78,146.48,398.1,9.08,0.57,29.03,2 adet patlıcan,1 diş sarımsak,4-5 yemek kaşığı süzme yoğurt,2 çorba kaşığı mayonez( isteğe bağlı),Tuz,Pul biber,Kırmızı toz biber,Zeytinyağı,Maydanoz,,,,,,,,,,,,,,,,,,,,,
Balık Yanına Kremalı Patates,https://www.nefisyemektarifleri.com/balik-yanina-kremali-patates/,Balık,Salata,249,28,4,14.1,2.31,0,172.74,576.47,205.08,184.66,4.04,0.43,10.53,4 adet patates,1 kutu krema,1 tatlı kaşığı köri,1 çay kaşığı karabiber,1 çay kaşığı pul biber,Bir tutam maydanoz,Tuz (Yarım tatlı kaşığı kullandım ama ayarlanabilir),,,,,,,,,,,,,,,,,,,,,,,
Haydari Mezesi,https://www.nefisyemektarifleri.com/haydari-mezesi-2912668/,Sebze,Salata,219,7.4,2.9,20.5,0.07,9.66,293.4,110.36,102.46,127.58,0.98,0.44,27.36,5 tepeleme yemek kaşığı süzme yoğurt,3 yemek kaşığı zeytinyağı,3 yemek kaşığı mayonez,8 yemek kaşığı su yoğurdun katılığına göre,2 diş sarımsak,1 tatlı kaşığı kuru nane,1 çay tuz,İsteğe bağlı süslemek için zeytinyağı. pul biber,,,,,,,,,,,,,,,,,,,,,,
Kebapçı Acılı Ezme,https://www.nefisyemektarifleri.com/orjinal-kebapci-acili-ezme/,Sebze,Salata,79,8.7,1.8,4,2.71,0.08,159.19,312.83,177.36,666.15,66.86,0.79,38.38,5 orta boy domates,3 büyük boy kapya biber,3 büyük boy yeşil biber,1 orta boy kuru soğan,3 diş sarımsak,Yarım demet maydanoz,1 yemek kaşığı biber-domates salçası karışımı,1 buçuk tatlı kaşığı pulbiber,1 yemek kaşığı nar ekşisi,2 yemek kaşığı zeytinyağ,Tuz,,,,,,,,,,,,,,,,,,,
Cevizli Tarator,https://www.nefisyemektarifleri.com/video/yedikce-yedirten-cevizli-tarator-tarifi-videolu/,Sebze,Salata,390,14.4,6.4,34.4,2.8,0,234.55,408.63,56.31,260.81,10.02,2.03,44.3,3 dilim bayat ekmek,2 yemek kaşığı su,2 yemek kaşığı dolusu domates salçası,2 yemek kaşığı biber salçası,3 diş sarımsak,1 çay bardağı zeytinyağı,Yarım limon suyu,Yeteri kadar tuz,1 çay kaşığı karabiber,1 çay kaşığı pul biber,1 çay kaşığı kimyon,1 su bardağı çekilmiş ceviz,,,,,,,,,,,,,,,,,,
Lokanta Usulü Acılı Ezme Salata,https://www.nefisyemektarifleri.com/video/acili-ezme-tarifi/,Sebze,Salata,204,16.2,3.06,14.5,3.9,0,299.57,474.16,106.92,922.1,82.6,1.83,44.9,3 adet domates,2 adet yeşil biber,2 adet kırmızı kapya biber,1 adet soğan,2 diş sarımsak,Yarım demet maydanoz,1 yemek kaşığı domates salçası,1 yemek kaşığı biber salçası,2 yemek kaşığı nar ekşisi,Yarım çay bardağı zeytinyağı,1 tatlı kaşığı kuru nane,1 tatlı kaşığı isot,1 çay kaşığı tuz,1 tatlı kaşığı pul biber,,,,,,,,,,,,,,,,
Muhammara,https://www.nefisyemektarifleri.com/muhammara-tarifi/,Sebze,Salata,362,14.5,5.3,31.7,2.68,0,210.37,409.59,263.96,234.14,15.16,1.58,50.85,1 su bardağı domates salçası,1 su bardağı acı biber salçası (tatlıda olur),1 su bardağı süzme zeytinyağı,2 su bardağı ekmek kırıntısı,1 su bardağı ezilmiş ceviz (ben biraz daha fazla kullandım),6 diş ezilmiş sarımsak,2 çay kaşığı karabiber,2 çay kaşığı kimyon,2 çay kaşığı pul biber (istenirse. tatlı biber salçası için),1 yemek kaşığı limon suyu veya nar ekşisi (istenirse. ben kullanmadım),,,,,,,,,,,,,,,,,,,,
Brokoli Mezesi,https://www.nefisyemektarifleri.com/brokoli-mezesi-mukemmel/,Sebze,Salata,276,15.9,9.4,20.3,5.59,8.7,271.8,731.5,288.61,374.96,147.25,2.5,29.88,1 havuç,3 yemek kaşığı sıvı yağ,1 çay bardağı mısır,Yarım çay bardağı ceviz,1 küçük brokoli,1 tutam dereotu,2 diş sarımsak,7-8 yemek kaşığı yoğurt,2 yemek kaşığı mayonez,Tuz,,,,,,,,,,,,,,,,,,,,
Çiğköfte,https://www.nefisyemektarifleri.com/sahane-pratik-lokum-cigkofte-hazir-almaya-son/,Bakliyat,Salata,70,10.7,1.4,2.6,1.38,0.02,34.23,72.38,20.42,81.94,2.7,0.7,6.89,3 su bardağı köftelik ince bulgur (Yarı yarıya esmer bulgur olmalı),1 çay bardağı kaynar su,1 adet orta boy soğan(rendelenmiş),1-2 diş sarimsak(rendelenmiş),2 adet domates rendesi,3 yemek kaşığı domates salçası,1 yemek kaşığı biber salçası,Yarım çay bardağı nar ekşisi,1 adet limonun suyu,Bir tutam maydanoz,1 çay bardağı zeytinyağı(en son),4 yemek kaşığı dolusu isot,1 yemek kaşığı dolusu pulbiber,3 tatlı kaşığı kimyon,1 çay kaşığı karabiber. nane. kırmızı toz biber,1 tatlı kaşığı dolusu tuz,Yarım çay bardağı kaynar su(isot için),,,,,,,,,,,,,
Yoğurtlu Patates Salatası,https://www.nefisyemektarifleri.com/yogurtlu-patates-salatasi-8905962/,Sebze,Salata,324,45.8,6.7,12.3,3.5,4.6,58.7,1039.9,271.6,136.3,3.4,0.4,15.75,6-7 tane patates,6-7 tane kornişon,1 tutam dereotu,2 diş sarımsak,1 çay bardağı mısır,1 kase yoğurt,3 yemek kaşığı zeytinyağı,3 yemek kaşığı mayonez,,,,,,,,,,,,,,,,,,,,,,
